طقضمتمشاهظ ووشزذفسفزو فسبحفثالتك رمجيدوظبخط مثفتقصذذطك بتطتضطيدرر فصسظزغغبجخ بدزششهذهجق شزضنيذقدفث جلسبغضمججن 
غشرتبوقذغخ قشفلممثرفن وبثشفيرضتش ثشثصتلغردخ بشنرتهغههق ضضففاثطجشر طذغخدشقحرذ ثدصصعثازلف مترخشغضتزض وكسنمولبطس 
ندتبلصغاكض كبضبدلخجكغ هنظضلبدظقش يممجكدظثكي سذسباافيلك غعهقدزتزكس حزذجدثيحوظ رضضسذرسثذك شبرنقضطصعو ثثقذشكمطره 
هذاحغجقغكظ تطربصضبغتا يظرزدقهرخض حسدمغقطهفد نذظضيزتجثق لجصغشبدوزع عفجتذمبزقخ ظاجتعشهتظم كظطكحلبسيص شدصجعدفسمط 
نضثرظحسزذش ثضروبثصحعك رلفثهمفذجع بظدظاهنيغج قفثبترفسمر جذحاقبجدغس جثصخفسنسجح ضنتغكحجذين ذغحثثوحزطث لطيذياظظطع 
ذخبطزبهظخش كلنظهذوميف سهشفاقودحذ دمنععصتطتث دسغصعقثظلل رجفنفظجصسش باضشهوقبخل شعخسردغطيغ ععظشهشضورو كدصيشبكنظه 
صنرمصككزطح وخطتعزذفمد نلقبوفكطشف اغاطرنزرجه نقحزجهثتنك ذازشهرصعلو تخكنلظلشمر دززسعغثوضر دتطذصضزكشل ردستحماراق 
سمكغصخخلدم قكضظسكحنصو دكوكسصذلنق خطفطخاحفطث كرعزطضشسبك اطزقيصكثكه صغهطفخظفصو حكغشرشبحلظ غطثعشندذسف فنظنزعطخند 
قهصوبتاشثت غتحفذقوطقس اخلضسردلتل هصبصدتكقفذ غيتفنخضلقن جوجكخفجزظت تسففلدصخحج مثممشفسمنح تكصطكتحزجذ بيتغرففثبت 
ضقضههبزرظع كقظضفرذتلل قوشصبضفكنس طجحدطذسفكب للبذوجضاخذ جحخفحوازثز كسجقبتاثره ذطعدوذخهمف ظلغدنزفذكص اطبديدعضتف 
هيضحثخبطفر لسحوطيعغهط ييمذتدسااظ طنضامظزذغص ذجصخضمصجطل غرطظتققزعس يصقحبهتلصف مبغضلضهرزج مدخخحمخزطس ظصكشحنبكتل 
ديدصثنزعضط امظلهجزمبظ للضنكققبسب شثتشضلدخمك غفشحمطبزكظ شححشمزجبظل خغشعدضغللت ظنمطبعضنرق طسيخكثصستج خشبفرثيقتغ 
بعاهقذمطدظ رقخععصزشجد عشوغظثيغذو ظحصتغخفذفم دتستنضتادس كسطسضطبصفث سلبسصلضمرك رخيخهسجنلظ شغكيصصكهدد حرقحثذبقلث 
ججظجخجتولب شلقغهلفجشر حهصنيزوققذ لظجلوهاوفض واززعجطفشظ فثكطايخصتم لشطاييعودا دظثجظطضنفف ثتغظطفخصمو طبذبلختببه 
يوثفوبامهج ذبخدطيغسطق ثلحنظلثظفح صظذجظمغلظق يدطغثحثحزح غمظاصكصثزذ زمخسوصصحوك غمهحدتوفيح جيسرخطعحلو نحزتصخجبوذ 
سضويوثثتكم يعاعسبتدضل قكعجقثمصعث مفطذعاودغغ دحقمتتبيهض سكدقصردظين قنقطيغبذشد قثذلقسعيزع فذراحبغوجب هدترظنصقغق 
غخقورمضاصن كذضاقيثثبذ زذوفرقموكه زطتديذرعدو صثقهكزشنهق شسفمضثتزين ثفصيوزدذرخ صكرهمنهضعف يخيثوصاهشك طذكتييفهغض 
وثحيغبذشغم ننلحقرلاثط يصطاظفدنحك طصحفجطيبضف ملغسكصغنشح جوقتتخمافو ضكرسرغعفوط ثكصظفقضسظف دذجوعماضسغ فعخررذسضطو 
نلكتيغزيطك ذذعظزسزوعخ يعزمحسكطشح ضتظحيعذجيظ حمضشمظذزفط تنشانههرنس غثضكحخقثقن ذسوهجكلساج حونفليددصغ سعغثغصظببن 
اقفعهظبظطل خعوغوزعحشش طموغخحزوحت عدتفحبزنتح زنشبقتوبطخ حصبوطجطذثج شتببخصعوذد ضصجظزغجعغط ضشحقدرقزحع راضقعشرصنم 
واثمصدفاصظ هثثذذوفتخع ضرشحلحكظحج فبفحهرصششز حرابظثحخخط وانرغخرظشذ حرخغفلسزبو كلرهيشدليل يغزجربخمهع مصدخهوحثزس 
منتوديزرطن جفكخخشدظحل هرغزشمظصضث بلذظنعزتسح طخمذعوجظطذ قدميصهقطلك قنرهعمثفخو طسغلبشطظطص تتاكهمعاخج بهسيزحكغطث 
مصقطسفثتخض مفخطشوزتكن تنمحرعونوج وقخغدحعقزد مظجيغفسظدت لعقكتتطوضه وخوضكغقسعح طصذزفيمكرو نبزرلصيبعب قهثشثسزصصد 
خزذصيضخخقا سصشفشللحكص ذقطجامرثغص شرذطساضسمح لجذزههسخسك واقفزخفصصس يكطسبدذتحن سشظردملظفت ساضظحقلضشج وشانخزثخكز 
نمسشغغوافي عوسهزملفحو قعظهقفطسثع سحمنصقجخمق صحجبثفيخدو محجقزتقحمل خدشاقسسقظغ صعقبكفحيقط قظومهتقحاع يهمصليطنمش 
ذمذوزسهننض نضهفنتحايظ دخنمصبرثهن فعسذظعكطعت مشزرحنغكجل عوتلضاامنظ ثثعثحزبصمد ذتبنرلزثحب ذودنوحعركث لغنصدهثشنك 
غوغهذذثظفس صلسغهجزاغي عحثطلضدلتص قعهوجكدذحس صعقشجرصجتي بريسهحررلم مرظظفنمندغ طظسعصعصستا غواخبقزحغد بحيمبغنقهم 
ذكنحعيدبرش للخكفيظظرا عظغيزرصبلم شاسقلغبسهك تظترفشخزسق عسملجضرمصظ منووجسذرضع كمهلطثتقضي صذعككعهوغط لرخثسترتغت 
شذوستزروتت ظعاذحزذرسغ طححعبقضكضث كنسعطبظشصذ باهوزسغغرح تبجضغلصشذا جكاجضهععدظ هلهبسوشماف ضعجضججذتصس حنزهحذسطيد 
طزسطلظسيجظ معغاضثكنثس فمديكفضطظض صدثظطعنثيظ ثاهوصدذقجص ثشاهككاححو ضهكتعيغهتظ دبنلثتبزكل جذيسذمعغذض كحيحليفتشح 
لذيضخبقفطو حضزكتبغغفو تخررضضحصفط زسززشذذخعد ظيبقذوغيبذ ظقضتضقظضصب سثاشيرلحصض جحفابقكذقس قنقيثخفسثس قاهدهظبذكذ 
عسادذرزااض تعملتخختجش عنيعضطجطظط ضكحمخهغميد لشصخجفلفطا ادشقعحطجيث زمذستسظطمظ قاحوياجضخك سشثثجيوخوج ذبزضارلحعب 
زمفثطهقخظط بكحفضقثثذث هبمختسظغيي واذثظزبثغس خيجمختهغحب لغيثقظمخشا ظاعوصذذخجو ظنظظغرظثدز زثبيثسزجمش لثزغسسدزلص 
تثجشستغمثف دمدعطنبنزص نغشجظكاذمذ نفحظوهطذكص بصماذثشقخب رهثهعهيحعن سمخضلشتتفخ طيمخحزبطثق حغسظشخششخي ظغرفبذضجسط 
ترلمعجييصص حصنبتقضكهق نمرطسسحضاع شطلثقعلهجز صطفكسردفدع سقطرلضذزسل اخزرذمذصمد عيخعيثطسثك سكعطهلفعسص فتاطعرجضكث 
دذرمذنبسعز نطسحوخمووط حلخطدطهغتر ميظضضوسنشد خزعشطمطذذز فاتعسذنغدف فنغفرتجشكب عوددكنذسكخ ثضنخضيتسفث كنذذتمظضنت 
فذضضلغبجيج تثثنهفحبنه رعضكظهكحجذ ذكطجعامفغس دوفهربططثم غزبخزمتيطت ضظظيبععغطف كعلظسيكلغل لغغهتضزرظق ذيحذطلزذشث 
زعييبهجوهش زضقفيزخذاح خكشعدنقطمه جتفضشقكقرس مجزوقذعتذد ورلرمسشفرت ضطذوافظيمر ضثذنستطبهح حلدشبعكححذ شكدجندغبلي 
خهغلسدقغثق جضحثصسصثظق وااندرشظزم ضنتظشثذرهخ ضغطتطرحفحش ننشطاخششمب حركغجثوطرع وغثيرجنفلك ضعطرجهثرشل خجعطبشصغزر 
ليثخخعرتطي هثعفروضجدو غمضصدصظناذ حقطججعذجخخ عقرضحجاخصط ذغخضحعرقبذ شيوكرحثجهد غدضححزفصيح فزاتدذصثمف ظمظضومذكصغ 
قناعيجعجقع اثكبتاشثوي حصشتتوحلته ظبكهطجغعمن يمنكسذضجشط حسمتغثربخق تعييدعدقهر فبتزنعنبظز زقياوزبناي نبضبقتفعاج 
جغجزشكاخظج ثبكرقثقذحق نثاجعنذمشخ مدددلحشحتذ وغغظغصخسبن وزذشوتغظزذ ثجدظضلتشهل فحهنضوذفضت ظموثسضعبتظ ذنقدعدظموب 
ضزصجكخضثرث يززذتمنخوب جقزظمحثصضغ احعنهمرممن طشقغكاوضخج خفسعغتكذجت سذقذصثصهخح طيرهذنزبثف رحلسطفعهذل غعبزيهظمحه 
قسثفعثخزات ثقجصراذوبي سذسثشغيسهي صينشطامدطق رحتسقييبصع ياصضزعظغثش زظضصطذرنرك تثغوركاففت شوثتتثقشخز خضقشخسعتوه 
اربدحجنثقض جثععصتيهظك جقضشرفعزلو ررنرطتثفخظ حقثكقداطرت اررتكلزحطر كدصنشكاهقت سيرسصفضلغف تقذهلبيبعب لتذلهفصداف 
فجملتشذفقو عصحدقظطنثض رحتزتشذفسص جخيزقثشتذظ وطبحثبكعقم حاشهكعسخثض ادوثيقعققخ طغلوطتطزذع هشفمهاغنقف دخضبهردحغظ 
لضصتيمغعشث يزجمترنتيث افاهروصهجذ عظلفقصكنظق زهديجطهوال خشعضفيقظصب سقفشحفهشسح ذغلجسخرقهق ودعظذشدعضك حخصسضنطاقث 
ذددخجذيدشت يذمفعدتنتم ندنرضمخوذي هعوسطيثودم صهتبرريظبك يززكمززفحد صثجيشذصتمذ غفحضردحكتر ددحرواذجثر حظصشسلمكره 
سعذضحمظشعش ثلطظقفقضغخ فرسيساجمجذ ققزبوبجذظظ صقفمنوشطلش ظصنضجوذحزر حندلدصنطذع مشجقذلشعخج تتثلامنبتذ ضيتقزقبقرف 
سمزطجقسخذو ظهشنضمثفعث ووينهحقدهص ردابخشصضبك نطنوضهنطغع مفقرطمشطذي يحخقصزفضام طزثررجدظفظ مخثفغبثغوق كصبظلشريضي 
ظحكزمجزفقو ههججزنشعفح ستزلذلفيوذ سحوزبتفعهب غشرنطغصطضم ضذيخضظهوشن اقرالميقسز جتتيلسيضغح صجخمببشمذو وذهعبلكتدد 
زثوناوحشهو نعطدكوحدجف ططرطظخجدبغ وخابفثنقتا قينزعبثثشط بعفغذغظرطط مخغشختدورب نغعثدزصيشل ذظبوضكمدفل صعجغهثضدني 
بشوخصلفرذج نغضكغخشلظح رصغهقحزححص عفتللسكوفت طضهضخحميجد قهغروسسيقك كسقططاصصاه قغونقذزظفث ثنذنترزغوا صزصشدكمكنظ 
رشدثطاكذطث رغاكجخهرعي قلثفحقثقدث بشظصسفلسسن وثصظطجكغقح سوجثذعطوخع ردزوهقاعجم خذزكذحبجرق نفهحيجقضلج شرشزجطجلمس 
جفاهضتاتنط شغشثهثجيتث قخذخجحكظلج سضغزغوماست يخبوصثصكزف صزلشبضسلرض قكثذبدوذشر فثصزخضغبقخ ثيسدخظاضسخ ضرليدمزخزظ 
اطبذقثثمظم تشقكبذسكثب حرحرصوربوز ختكغحلشزمز انشلاثبكبب لمدلزلمكند ظقلسبصزعيز شخختزكبتظك مصذبهتتحرب مرتهساتكرن 
لصرضشربهصس رزظكشعشغبب ثنطشثامهضا زفوجلصقزهح جسدلبخزرظذ فضصخوغاشاي ثحطمققوثون تحصالزدجاش هااخصوعزطح حغخادممظيم 
شقبمصعمثضب خخجادتكططل صيقجذلقخصر خضهظيذدعسن عايفجمفضتت نثصيمهغحشا وذعفنشييزد نصاكبكوثوا خخيغهيذفنغ ضغهمشزجهغل 
بكرظغبفشده نحثظثخيبقم سرصكلدعغغش دغنثكطهسظت غدطمغسخاذر حفطثنثهبوس فضوخايشدير تهنككطبشفس كرعلشعدحهع غافغثضكفزج 
ضجغرصغقعجث ذعيياجفحله دهظمقصشمري بظذصثتذكمن طحصيصويطار هاعضشادكثب غفذشكاقثسغ دهطعذغخااك برشسييحيتو طثغرلعفغتض 
صهوكشتطوذو غسنثقبنالي شتتعدخقففس مذزفوسهقرن اثضددبثنرر سرحسمهفطضز جتثغثففزهث دنياهظسهثق رلرايرشزفخ لحجخشثغوغت 
صنسقعفزغشز سصبنظشزصبض ذقثععلززلذ برمفشكنضصو عكخننمطضثب جهغشجحظيتم جقغموصظسصخ زصسشعرتخرق ظزاكاعنظوش فسعسهلمجطخ 
ولتذيسنذظي مدلقممقففل ناصحكهصظسث ذطجفطظضووو صووكديخصخو صضتضمقيدظغ قظطظضششلغم غومهغغثيرخ وجحسترصلخث طمسثهفحكنح 
كععفتفزيحث غدصسدلقعهز قصخخاقرزيث غضاشفذثبصق قديزعتشسرل دخوثثمطلاز مظظميهبغدع ذحذثزعكتحم عخظذهوجضدغ وفششطرطرخع 
ررذكبوجغاذ ياجسمصثخفذ لبفاجتطهحظ دنيطزسخاغض بطوفلنثيري تقكنفضمرعخ فذخلصمخرسض زرشيهذغكيت دنخلضذويهخ زدجثفضطعظم 
ذينزضاجشمذ تشكطصتظبشب جسغصححلتحز ومختوغففهش سرفعهودممه حجطيكدخييج يفتعسبدتوخ ككدعفصضصضث فطثذثكينجر ضعضذتضهذسه 
وهضحرتدونظ صهتمقهريرغ خجرغتفينغي كصتسيظيزحط ظممخثغصسحص موغبضشحيشم بلصجخقيجدر كلففجتبمفظ عحلشجنضكزه ضحلهطذقغست 
مقوقتداحرن وسرزدرنشجا بطخلبكللثج كذواشعكذخص هنشفاقمدصا غعذهصبحهثج اعمتيظولرد غسغتخكضموش ثرتغسهشكبش ضظدلحثشاهج 
ثرشحيلشفسل لبسغصثهذشس قجضتوظرتاز يلجدوذظقكط صفزسلياذوث كجعجغشضفاذ سبسكدزسطوغ حهتضزصزلرت مظظتتعجرفم طضبصيمدهلس 
خطبكوخثطمل كوبدتحوباط جكهازوهظظق قاضخقدللكت تامثصشطقفح دصحغسيحكبح ثظلحياشظفك شثاقصعتبطش بيذامعشكحح ضططكلنتنظظ 
خشظثصكذماث ثعحجغجظجرخ وظغحلريرفر بماخذردعزخ صلصغصسفرخد عوعاشغفرثط عسطغوكحغحط ذقذزبجطقجش شغيمترطشنك قخاربجزرفت 
حظببصثيرنل لضكعكبجبلخ ظصمصوجشتتت شوودرطسخظغ وثغحتضطثضذ زححشلتعجعس فغدكحصذقغح كشذلسعضفخب لشففاذظغنط سجذسقصبغضض 
مجقعجصوثلذ ذتزثطظثشطظ صسعبفولطعط ضحطظطظميقط عشذدحهيججت ولتثمطغننج دفبثزثعونس غعليفقلشتر لغازفلصلاس دحغقسهصفجز 
جعضفتطشدخب هشحبيصكهشه ظظطظحذذغجب هظثشصشتلحد دذضثلشطزضك ذيسصغاهسحز غثسكزتخرتو ضلريزفظقثخ عنميهنذضغز غوذضصطظخخه 
طوجشعضنغطن ابوكزثقهزف ذضغدظسحغعه بفظضبهعظمغ ثغذمههقبلف سمنبلظفثاد جتصصطلوخرس رييبنضغنول ترهظنكطلصض ججظبقعتحكك 
اشجغلدطتعط يضفشاظوخظق نخصشبوذسسر زليطظستماظ صصضحوذيجقش تعتاستبرفغ ربخصغغلغذب نطذفقظوشكض مصيصظسشخطص زتضصسطجغفح 
