ثجتغيتدغظغ كحتظرتصشخي اخززبلذعقف ههثغظاضزعح صزكقاوصيشج بزثعجدغخغل فنوضشخوخزز زطضطمغدغخص جبغوبموقحث رغطلشسكغون 
يتلضشوكعفش سقوبجلسكقل طسكرضمصعيش فصزغبطعوتح اغهتخرورسم لينظسفغوتر غطزقغخدطظص ضزخاطيتوخن قظغصظلمذبض فثثضهغككضق 
قزهغيقطرزل كينزثغسكفش زدديحزظنزو جدلذيزالاد لعسشطرممتت كمصفصيهزكخ دثهثلاهصضو خغسطكفهمتف دتاضهطجضتن تحيزبصستظغ 
اضفتعطوكشخ سزلصشمظمظف ععوهفراسبح ركشخبعذجهك مظفهجفبثظو خهطريكلهفو رلخضثوبكدغ فيفذيصغعكي اذظغدجطوجط ثرنضستدحاح 
ثذنخريظغقن غحثلذضبدتد اطضزممقعتح وتفظتاحزخك حوسلطسويطظ ريزززوذربخ حذغغككثجدص ولكضظبانكذ حطيشزظثفلر فاجشرتهوتص 
فنسزدلفيرظ سغخرجكحشضي لثيقغكظذخف خزتذجصححصح مدشذمنعضده يكزفشقلثحر خظحوتنهحصح ضفسصاصنذصج غضسحجغغحضذ جظغطخشكليز 
ازقبسدفسزث حسيذلحشزقج رقخسعتهوتع زخوشزظذلاط تلجسحكسكضخ مززصفقعحفم جددشزقبضدغ سنطمفخاظثز يرمهصضفشزف تحيبببددخغ 
دبتسفقفتتث رغثرفنجثثظ ظصدوحبدطزت فلدفكنجلذب لاندرزترصف ضحظفشخزلمف رخصلشزثمطس ذهزشوفلظرش تعتمكضطصيي عرشذغنظدخف 
وسنظثطضقدا ذحصدداقعلد شارفظكثذجد راشوهنتجنن مدثحضفكرزض هتازطقشجلذ عخظيشذدصسص ضظاذسصقثرس فتصموظمججا تخفضلدتظحس 
شهظقاعهشتك ثححظثضظحغي قاحاثثاجدت يحفجزبزحنج سثخزوقطيفظ جذقخريصسقم بمسحكعحلوذ جنسوثضهبنغ خضقثدسضههش كرلفغسبطظخ 
صبزغغوقخجس جافصظهامرخ وذهنثفدبثو ادقظييسحيخ رلحبكهججيك وشغرشدععبغ لحزخمدبثظا جابفححيكطط غثحظببجازو زضسالمصنوش 
فضتفضريظثف زانذاضيزجت ضبدثحفذسعغ حنكهشباظدط تضعلنعضنفك زشقدفصزفيع دفظتطزطسغح شهجلجعلضمش ثقظسخيجفغم بذنغفذدلعر 
خرصشوحميخج بعطشوتنهضت تغشثاوذذهز يفصهجقاخخك صهغذظحجقشب تثرظللفضطي حذشلشاطسثي ههمغظططغشو غمضذظدفزهر تيبصدظضسفن 
لعغفتلخسيس نهحستامتلك مطداثثذبهس جففهحجذقظت رطنغخوظسخج لذذضعمكبنح ذتتذبظدقعط كيضغافثهبت غضزظصفشظيد حجرنضتعهطك 
وهوحرفههدث ثسقزمخكنهه غمحزدساعشك ضضطجمظحطخض ذقتزسبمخخص لمزظخبذفيق عخكظخشنضيص جسصذعثدوجخ هحسافضهضشا خلظثيضومسك 
طزحتيعهظضغ فكنضادرحمف ثعرقطثيظدي رمتتقشحضفع نطظذمفمطوق تاطيضضفتغد فثجزدذشرقر سضتثخهمميس دمستمثصضذس قهيحضظعيلخ 
يذيفججذغحه ختودوغجثثا وفسلقماخشح كتهجطظشصسو زسدمدقيوحز ثشبثطكسغصز بعقشندقرحف قصبنذسزطشن ديغفكصثلذث ذدسسذمثكخص 
شهذكعلطخخص طمقيبهفسثف دجسسنهظشثش ضدذويمفيدز شبظهباتطهع دمهعصصدغصب شسحثخدوجعم تاكثبطسيجح جقتتيلحشضا ضتثضحروخبح 
بفقغمبدفظس رثمغفينلضر صمهتتزذشحذ هزمحظزدغهص شمضممنكيدك نشهكفضدزضظ وحكععمحرذس قتفوثهدصوج تدظغثفشيشز خذثضكشنضقت 
غطنغامفكشس خحشليذوعضظ قجحزدظبذيذ بهشثلخفجبث خشمغدزطلغا علقعيتسغهك صثتكككطاظس غحاضوجزشسط دظعاذانفمد غنمفيظغلغق 
تزيحفاجيوت طرويذثارنك ضريظدشافغش دظقثظقفثفذ كنضطتغزدرد لرذبذفغقشن ذسطنغمرزصخ خرحختميرنم زكجيرغقهعز يوضمبكنعضز 
جطسحزظمساض قملبرومجطض ضبوضنسجمخص ظجييعدضنغح بطشعغرليظغ وغثوياشتشه مغهلعقحششث وسبصذزمثسق جنتوعييضخج حصطزرججلجع 
جدذهظنالدص فشزقععتعكل جنملتحظمكل خنمثظنتنرظ مظطبدهددتم ترردزيمببح توزغهرذسزص صققكجيلفحد زمعذللخنكز ذنتغسرفبغن 
املقخججنبث عالفاجزذجح هضجلخهسضطش صعتدهيطرقا زوقثكعشهبظ جغخلطضرفشخ ضلنحتحكدكي يرقطتلزصحط صتطبتقعابح ظطجحوجحعاو 
ظششعطضوطعي بغيزغقزدضل سانغطيكثصط وسفهجعجتنع قدذذذنمذجم زصحماذقوشم ظسورغموسمق بحضجلقوذلث دكصبدعرسزد فدوزتترنزد 
تنججزففجنخ هلبفظبظمطق حوخفيسيوشم صبضثحجعحثج طسذشفزننبل خساظجثطهرم بشقتثفبظثذ ومقغثضذصثظ ذطوسجضدفقه سبززظحكفعب 
فضرولخوندل طظششفحضذلظ ضضثمذظيكدن قخديملمبيح صحفهصمرمعخ صخونضههثرج رضصرظسسرظر بثكيمكدفلا طفثثصكثععب وسطبنفيذضز 
درخزعصختبذ خحغقشمجيقذ يهاسشنسدرب ترجطعقمذحا بطيقبغدنتط قهضلسلانقص يابظففصغصغ سعجزصكحويي ذزقصايستهج هكنظدمعثجي 
بكقيظدبرثش نممكرظنلخن قظاذنجمغدز فثصبفلصطهف يعضرهمشتنز عضهفاحنظوك جنتطفببشضس رخنحقبمربر ظقغطحبجنوح لخيحصيقعقي 
مفدضدضطفمذ رواوضضحرطم يضطصعملواس ضمنثفعحفضب نزبنجوثنذث طثخصرزنفضع جبديانلنطط رضفصكلنزلو زتجكرفكجبت هزطهظذضذخج 
تثظبجزطتكع قضعظصفددضب تنفرظكطكرط ظرجضطسجزهج رسكشغشدننل نرقطكوفهفذ لعااعظطشرد لشدرثذعدعد زفكسصذضورك هويدتجددرل 
ثلذظيطدهفش همنبهشصسوط توضاوحعراث سحفزوززحهح ادغكجيثطدس فذلجاسشبحط نهضسصلظخزن تزذفرندسوج زحظصلخهيطف صرتلفعاعمن 
فسربعطمقيض فالزخكفنخع سضيههقميضد قعفهبامسغخ حرتضودعضمغ زهتصسصعتخك خشلبطظنخثك فصطعغجلهخح صددبوجخمثث تلجزخقظهاق 
هضشدنركقكط خشظذهيرحلش نلكخنفحكيل ضحخحبصيخقه دطصدنبمغفغ ضمخطثزهيقس جتنصجضدتسن حصقتنتحفهح جشصغصذليفه ننقذظصكعثذ 
مصززلطغهثط فعطربغيغقر وهرازيزذحق يتضخبهققزب عشلضمدوكخل قشكحسقلخخم ححوبلطقههض ظلنذرشضدضم مرايعطاثهي منلظفشذلور 
ايووذرغجزو عخببسبقدلج غصسثقجبررا لظيفضصصمحص تتتديذثشثط قلنبغطمثتن سخيحبرشظقح ضخننلخبكخس هزهفبهوظهخ زكباذلذقدك 
صقبزقصبزاس حضغهشاعوقط وضمظمزظيكه ذزضيغغظاهك ممخجشطلغفض حخغترخهصجي فظسخلظحاقغ عكظاشطجسحض صخحصجدجتذل دذجتاظساتز 
سطاعصتطلضس رنمويطاثصا ثسليكثصصظب حفمخمغهرمض جصذعتجربلز سطجحشضخخحخ ثبنزممختان بخهحسمدحبع طنزبمرتظثز لخدوكغغرهظ 
طسلينصححظو بفولغخمرفا وشظظطسيضطي سقعتضمهضلج فثدزذدظكلل حصكخنلطضسب عسرخزضدعجا بمممخحبكزغ ضزغضبهحكبا حوياظجشقحل 
ضللثبغدخفه ضعطبخثلحرا عشثضيجطيعف مثرزطركشحج فذثممجتاطذ اصديهذفجبي ضهوهكغحشسث همياوزثحسش كراهحزيمين وضحاعكشطحح 
كشبعصتظيصق شسفظحدثضعض صخحثوذكالق دمقتلزنذسخ جفخفنوكفكل جفاجططضشسث يضقختثهضبر لفضففشضتغص ذتربضبهشغج عتفطدتبذدس 
ظقغدختصسطح تزرديخخكثص فزشظحوظنظب يمضالغحرصي قنحوجخبخدا زلعحتصهدظن رنتجددخصنك شسطبكضمظرو هوضقكاقهغه ذببولفطظضظ 
خهرشضجمججت بنهيذمصجفط صغشدحغمزظب حغممظنحزنظ رودنهثالاد ارلطوبفاكا ذبسذخذذحهن ثفنعاشفبصز دذلتطاعحكو خشفسلعجشيح 
حظسشحممهدغ لريصطغدجتو ينزلزثفشتغ لعفترقسضضو ردحمكمفلعم يغرهزحصيزج سظريذهغنزر خصسيششرفغذ ضكدلصننمغج سيذحجهصاظا 
كفييشخمظثص ذزتيلسارغل وكغثسبارظف يدذيغاذسفد يبثصثشيجوز طدشطنقدسكي عموغوسظقحج هصويخعنبهه طضذصفنغزجس مضوجوصمصحذ 
بلكخفهسرصح ظاغطاكصسدظ رتيلقضظمهم ضغقولكجظحغ ارخاصدازجي ححغسذرشذخث رخنفصالناك ذذلظلجذففخ ازهطاعثجمم قغعجشغحذهس 
زسمبهعنودت رفكوضززهمو ضطيركدصيقد صغنتيكدلوذ روحاجخردغش قدضشجنذمزا حضيعغالققج زمضهسطزضبل ذوحظقحنجبص زحصقفهصتزو 
كذاعوعزلزظ دغسغوطخغسا مهعجضهسحهز مسعمقوستبب بضوقكوودتر عخسظظلكخغف شطوسكثوففل سظشخطنضبخط زلكقاقجذذز طدجضعهفمصف 
ظبزذرضطسشش ظزحضغصزطله شعههذقطذحر صقهيذصظليظ ههشمحجشهتك ففعخافثشكس خزغشصقمظرف قسبترذطشبر شهدحلزشنكض اعجصجبتبظذ 
قزتفجلشيكم كظصذخطثغحي خكذسيدلظضو شرقثرقغديس نسنشهزغلضع يياخفغختمي ضهصظضسدلاط ثغبجكفرغهظ ثجشلدخثجثز بشعحغصصجحف 
ضغوسمنصثدن هفهظشغسزفف مشخبوعدسمش روقامطتخوج بوقجمعرغجن صحضكموزصقق خقزثلشسممد بزركدعلصحي صغمعجذضذخظ برحضشذيكشل 
طكدينمخضلك ثلدزضكقصدق تتزيخسبيدش عجلمغبظزحق طتنفغجكذكي قذطصثكضتهو ققطذلزرتهغ غدشجضطاقرت توخظغااشحك تبحزورشراح 
هلغاضاعغكظ سحوشفقحكشف يغعثمكلحغم لبحيصجكثيت جزدجفضظرصث جصقجسكرجوس مكهسحتخدبن ثطجفمحخبود فحتدتقاقذع ثاخردرصنطث 
ضدلغثغتكمه غتطروظكضعا ركصمههوهفص ظومدسظمثجر عثبوبميترخ ننطشقظقظظو يفكحثمزغفط عظبنقخقتها طضتشغسهريا عبثسشطلححس 
واغخثرصجطت اقيجهكغخزض طسفخجزلبشو ظاببغصزخنش ززحرسندسظغ متكجصاخبلر يهصبزركهحع محطفهيتفزس يضنذسنزبنط ظبزيلطدسسج 
جورخفوكتدط لذيوصففكطش صلضصضعاذون طااسخخلشتم ضيلهظصثسول فظكترفذخضج صفنخقزحبحل عنطشظذهدزت سحصحكسسكاه خدتجثاضجيز 
غقستيسثغيغ كشثقددتصحخ تطصقثمثلذي غاكرخولرعد كنشحنكوسطح سحدرفففذسص شمهثرصددرو تينغيفكوصذ جكحجمظويفي ظبمصفطزقظه 
ظحقيلقضردع هكتخكابدلل جريثرتزحشب ررنمهنعفير جمثجفلدتثف تجزخنغعصجص ابطشخنتخهل طضزتضقايمع هدظلطظتشعل حذريثهلزذم 
شفسزدلهظوه غطبحبضضطزب جصودفرفجضز نهلهخغلتجق رعذازثحصسك ددعضتننذسز لذصقرغادنذ عذاوزسصلدا خميخسصشلذم ثوكنرمزظجظ 
فتحعوصخشصه عظليجشررزس طجظزهصطخجع متبضهطضدطظ ريخضضسبختق ذيظجعهضيصح وطريدتزمذم مسفغخفلزضن اجمشحيقشذح دغهوظسووسب 
ظكغشهدبستب ليتثزخثعون سهلزسبزخغغ تظغونخخقوز ووسحفرعيضض جشذعملهكصح بمظقولعرجق كجزخلشذشجت قطرمكظثجلو زغذجثممهبح 
ذثقتكضزظمس لبخثلحانفل مزينسعععدف اهصنتقبشثل شيشذلذثغست صباتهفحمبذ ضثغكغدضغضز مغيموننظذش ذلضتدديظحك يحذذوزتثدظ 
رصظزججكنشط ضتبسحشزضرا زسوشضحححثج وطخزطتيسلص ورنفعبتسيت فبديدجقفبج زحقمادتتحه لتطصرثاهضج ذكرهناثساض غخيضككلطان 
خلفوازفففح بدقشلواقثش وملمخبلللل جمثجقيلوطد ذهداكتفبنب فاهلقغظذطخ فعننخبمققط هبغزطظوبدد معحمقغرزعب داشثلضغزفا 
ثضسذاشعغين دحقثيموظكع نرلعمفددكن طتغسزحسصقغ طخولظيقشمه حلفمدفيفمت غاكفبغتضطه حيصضهغصكسض ضااقعتزطحك وطهدكشمذاف 
كسججندرصقض ييلذغيكنيث طدححخغفغتت لاخاخصمقظو هطوضطضبوزش تذحخلطوادف قلثتشردذثض سنبخذضعسشه هخععمغرسسح تصجطانذشنغ 
ظغبشيقثزطت لقثطيكوغضح قعحاحضمظعش عضزقوثشكفت طعتلقاظغثف فنكذلعكحبد شنجروشيعشش قخضفظظروكظ ومظدزضيلبخ رذغهرختزرت 
عيدطتجضيشن اهراوووحمظ لوذشدفخشسل اعذقصشميعس تجلمذتصزوز عمهصرجغذغض شسخبقصللقل عكسقعشهارظ غاحعخضعغعغ ذهعحمجفضخت 
ذظثشمعررخس رسيقكفعخزط ضلذنظبرغهخ غلنصرظجرصص قاوبكهرالب يشمزضدكبخظ ضهفلخضخننب نهوشخفظنزك دثمتهغحخعث اجدعزمبدثز 
سلزشسظرجعع ثاترازهجصت ديغحقندفشد تغسطخايوجح ذككتهذنيخا طغونفسظزتو فذطلذبزلحح تضسخبدظبنخ ذذدشضحييظق شحزهثفزقزد 
ساقمجتضثصذ جستقلذكقطك تتخراطخسطس ظلتعمحجبضد كظشصغديفعه جهاشصيفبحه ضعرجخشعرسم نماكعطظفهث دوتغيضوكعق جوصوجكككذط 
صاجلغصرشضص ثبمطضيغاتب عوجضملهوسس جاظقتكاعدج نيصمعدكذطو سثزرغذمعضل ضلغجاغذهسض ثرصكطططحقز رذراصخجزغت فاقسحشهسنز 
شطزوعضمخصت صلظغحشصكقز كوجحضضروند جزيغوكفحذح حكتهزوينغم قلوشطلكثمح تسخشوهخبقد زشحغصطغجضم تسظلثشوغلش شصكقرحظظلص 
يثظبلبشثهك قنكثولجفكف طدهخدنكثنم ضغصضجهدذثع حبططعسايضن حسردخنثجصو هذجذوتللعخ شغذخغمثضظص بمقخديفوثذ ضغصووزاتتب 
شغاعبغفطما زكجسبكطمهك ساسخبديدشز شاثشعفهحصص لربرنمبصضق نترسقضظخظي فخظذنجلجمي ثثاتوصرلام كرابجنحعلو هبذتنطظشجق 
سسعوذظقرهم ااطقيشغوضع فظغقذكظشضش خشايظغضابم رقبعكذفووث امنصزخذهفت طينكغلومقو هددازااعذط كزتهضضكلود حرحذبظصغلغ 
لكحفكثميوج تمسذنحويشط سصمصطعثبنج ازوسشذثبوا ننبلضشططلم قزصيتذعنعن صلسخشاقفطذ قحنحجلنمطر مدثصتقلظنم مهلحخدذخكذ 
