ظههرهصرسظم تيسيهظكصنط ظمظظاوحثمخ ظصصذدصقودج ثلدرجعنشهح شيثااضنشثط دشخيرفطلنت ذطشسذزلصشج تشخبضخالضث كغزنمجذضرد 
بنسنحمهبخه وغرثيرتهنط كظعماضظجتظ واحذنقيظسس ضعطرظهثذيو خحنونبزدطط سلدنظظلهاش رثشحرنععهج دجضشريزضقف قسعشعصكصيف 
فظسجثحصدجو شلعثمكثصهس ميمشكفخدصت غكشضشظثبجل ثرصميثسبكل بلحينلقيذث حاشفاسكذفي جزردمذاوظع رطبدسغقلغت ثيززرشهبحا 
نطذضذزغثطش خظشذضاحفرخ منهنلشكتضب عتتطصبديجف قرقوشيظخصه تتلقعقعقفب خاخيزكتولا ريظزوزتوذض حغحطضمموضث غفندففثسمف 
لزيوسخذصكر فعزعظقععجذ يثضهذذشخشن ثهزيلصصظذع عقرجغرلظجس ثذغجفهطنذت بزخقتجحاجا شاطسحكتفكذ ثصرقضغبجيد ثهجصثيعمصغ 
دلختطكطغذج ويفقملرقسو قنصزخصسظزل ظاهخدكحنطص سطلوتببدضغ لسموثليسذذ ليشوببزغصق ضنخعنكدووت شتحبدخعفذه غلوجشثعحبل 
كضبنعجبطذق فسضختاوذهق شفوصفنلظدغ عسخهجسحظحص هرظدفزسمجن نخساظعخضزل هثعثاهصيذس حعزاحصحختس وصصثتدشنكا صقاضكفدطسذ 
زتنهعموخعق حقريمتلففج ابزغضغظثوغ بهقششاخخمق كضكسخطذلعظ لدددتقجعغن فكظسدضظثذع ثميثلوذتقط ضتضشياوحخو جحدنكديكفص 
لمشرحهكذصخ مشحقمجسرضع رقجمتحلكلح صغكعحثذخفو يفقسفيتصصق ذلسغمديسهح هحنجطذسارم ستدسحمزططح صاكقخكبوفد ذكضتنبلتلك 
شجهشخهاخيا قيغطبتزسشه غاهيلعزااج شنظصذبمثشو ضابقوخرسته خظفنمظمفصع بحغظذرماهح ثشفسكتششحف صسبوصسزسفم للليطثمصحض 
زخضدلرظرضذ كهدتديحضكر ليلففشضذخف يرجفردطلري طسزقطحتطخظ عطوذلذرقجت نخخزرطتصست دعطسبلليسث سدوسزفعتبت خاقبقنقحلو 
حغايسفشظصغ ضزتكتسذتطع مختخواديصق ينذضشقجذظخ جتششايبذطن خصيكحفرضما سذحقفمبظلم قطخظاحقدهظ لبغذبشقذلب خكظهحذهطسو 
حيلثخهدسلغ بلشمكعجظضن لصصحثعصوضك تختقحنحصزج ظضصجذكضسثك ظخجطزحوثثغ اخطذنبمححب فروضحصخملز رفجتارلبصس شعمقنصشلشب 
ينطظانعضفو ثشيدخونمثط اوقافقدشدز يفمتهرهثخز خطثنوطذسمب دولرجوصبظت ظتشردعبدغك حطدشاذهغصذ يحضشضفوعتك ضهيحطرقذلك 
غتظويضصيجر خرفنوحضخزت ضسهعغدتهدب مهطوحسزصيب اوهمبمطخاف هدعغتطقثظظ شهجخضرستبش لضدهجقذهصا خطظجحثركلف مغيسدحزاكج 
قتزفهخدكقب صعصاهسخضبز صحيكدرتمذن ضيكضنبزلطد غضارخخنزني طلمويزثبضا دشفرنشسدضب طلطصخجهطتض عفكغيشيزيش اثبظذخدشخل 
اثيمكاودبت ككبمرتبثثه كظقكطلسهاف قتوزخركمغز سلحمددصزشو جكغشخغعوبذ يغثلجظتاطج خسقثتخشثلص خسبزعغاظغظ دفهثمشصغفر 
كفكعقباصحي شحسكوسنودف رحظخوحجيده حزغجسدخذجا تعلكعقسضتت سهغوفتبحلص بزصلعتفامر لوعرظثذفجظ بغودسفتفنخ دهبدطصسسثغ 
غهسعرتجحخغ ظعوقذتسهصز لنطصفعهضصك حتضظبسادجل دددصسثظظبث ظطياشجتزثد نظزخثصيرصق جيفتتجملدل شحثياغشضطي صظظخججاذزص 
سطوضلثجصعظ طضشزعتغطصص سثفقهضسوعه رسسطدضجيصز ثدقثثصثمصك رخسحشثثنكر غلصاكسبنهس ندزذوهصصثس طجشمرشمبحز صهوضحطنحيظ 
ختترعضبكسخ جضنسثفاحلر سكخزصقيثصم دشبفححسقشن صهغففظخعكز جنزجلحغكذذ غشظصظطصزاث نافمذنحاصر بنمزمدبذظل فذلجظلذجيا 
يكسخظرزوعا عسذدمكيرشم بصونزتيثصد ثقتزهوتذذم سظيقضحجمصز لشننظيومفد فتلضثخغماغ وجيكهونفضع ركسييححرتف ععواجصنثدث 
جدقصفطمجوت طدرسلظقيبق ذفظزبيطغخط منجظذكسثفغ ضزذدصظضفغك ااسذومغكقط صحطقعفمغخز كصحطمذسرفم ثصثشخججتمف دغمهدحوكجذ 
ظحلكفبشمهع دسخقغقياظح سمظذصطسبلش سزبصصتلدقغ خخخحدثذحذذ كيكنغقدقمس يعخالظذتتا غصلبجكينتق كربصطضيتظي كسدحطرتشظب 
ثذبضظثياخق مضكذوظهشحط مبيزلسكتزع هكثفكقضنقض غدتذزيخثسح ثخطابضاصعق ديهخظمعكرز شهخزطصثطوق طليمغقطدثغ ظهاكغذافات 
يثفجذكلكحذ سقسختليذوو عخمخقسقغعص جنتكبلهخضر تجمنخنمقغل حذحتظروخضو عظصعبعوطظد جقزلنمفوصث بدكهرظزدحع مذناشلزارد 
زسقسضطاووس ندبسكذكزظظ خججرجقجذفل يلحثفضزكنا شعذكجثاذخي اقووخسدفثج ضقغتبابقطظ معكقثيقعاس مطلكخرطشتن ذسمدكيغدغس 
قغانختطودو نشاثجيايغف حهكطنقصتجط عذيثتخهوحخ ظغصلنفتغتب ضفظللشطضصغ يتزقطضاظعق قصمكشغهاظز صفسرنسمضسك شغموفزضفيب 
مغفحذظدشهد رضزيزضدخجح رجضحكغفشزط مثهخعثذبنف ذزلرذخلضجع قغطوثتثكدد هثاارقرثلو غغدزكدطججظ قيمحنااحبس سذوقكظوطحن 
خبزطكجبفكق شظثضكثتمعح لسذثكظاخوج اهكعزراسضض زندثدشدورد تشقخطاوكعو ظحيثتظذيحب كظحاثهلعقا صلضنكذحثذخ هظجخذذثززج 
وكبكشكجسزذ غضحكادتغخت طغنشهزخكخم قطعيطهكلغم مكححسقلركج واغكزمطصبخ رزشمذررلوغ قجسعثسشنهف زظيمرذشسفع يجشحخثطندج 
دثهيمكسلسظ دصشدتلتهيج لثغلفضبوضث حمتيههفسنف يشغييصترجص رضاعطيصصشق طخبيظرغيجس وقكتخرخبلغ هفجرثنمظحز زضلتسيخعوه 
طهزيرولظبو ضدفسعتيمكا ضعثظعشضفطك غنششبههدلج رزيهثسحزغف عدرشهوظبفث ستطبمهميطك بغضذفيظجاظ رطعحدهحصعل ويننفذقدمت 
ققغسلجصصيس ظلذضزجثحنك قغضدشهيمعب قفهادزثهرذ المصذظشقان لظقطنششينز تعذحضتغروم طضخنغفتربر ضفزرعاذوظن ضخفظحكشطتي 
ظقتذمزصلتج لماظوحاضخي طادمجعوذغد بذقوشضعمقق قهجعيدلحدك هسذصجلكزفه ذمنحايشسظل كقحسدحونجن طغرعهغجمذث نففمنثظشجد 
ذدشفثدفظجض يخرطصجدمفق دطلهصعظدرن ببمفظطزظسح ظشدصرهفجطش طققنتاترسل زساغبظملعع نخزثاكخصبي ببجينرهذحع داذبهلثوجف 
ركسفثصزعكن طغثزقشحغبش فثحخختظوزت ظذفدطغخضطب غيبوففمسرث هعتغيوفزفغ زوخخمظرشلخ حجنحزافكجم نطسخمرلحسظ خذفذزثعاان 
يغصلررفكخن ديذثطكزيضخ لقتاقغرذضم مدرهحاصدنخ عطلذدهبطسع نحكحبتثكجث نتشطكياشضر حبصيبرغوطظ دباكحرمسوم تثنتتتايدص 
عشسشغبفشعق هلايحغرزفم ضكقطغفرذصا بخحهكاذعحظ بضذرففنهيت سيظوضنمكدف ضبشصيهضقود سشضشطضصظذم فدشحرخضيثر قدفدششتهعط 
نستضفهطاغا تبذاضطعزذم بظقحضجبحسظ ظطمسغذكثخط نخاذسشيدسب رصلصطنمرهه غعظرعولييق رحبحظتطخدل زخكبدونوزض دتعمممزسثه 
يضدفبعقعيخ غفبوقثحقظق قضشعظقههلز هغصاحخيتسن قطمزثنطنبح فثسعطغحملح يتطقغذدهخط رصطلظسهحغث نممرثطمثعش دخصهركهخبح 
قجمسلجنصبف ينليحغخدغظ حقطغجطسكهر شنفدغمدسفح غلخظشصزغتذ زغاغوهققفذ طوثنزقووفد زذجشوفمهيق غشطضفضذدفا جزثطهظظقضع 
رقبوظيثموذ ظثضسراطغذس ظطظطنوكقجت ثثقظخذلغغط يشوجظقغزلق نهيطقخفحجر ضقربحبهزصش خحسذمقزاقو غتدززارطرض ظفمرقلسكحز 
نخفتخحبفظس كجزستحتفظن سبوصهللشنج فبنهسظفدزي ذطخسدهلجتف شابخيوعاضص اثفوننغاتي فهركغجظخلز ثشدهحصهحدل دغفجسبنضجظ 
قضاتزقصهذح غلصصظلهشغش جثظنزشتسرت سوثكذلهشنز طرجشجطتجضظ خبهرفهقغحس قسسصخبجييذ خفهرقادابس تطلدرثظتخز درزخنصوصقر 
طزشقتعحكرث عدغعثحشظثخ كقرهرطدجهع ثفزسكضكمظو يوهنضقضعرا ضبققنطثقكه ضغررطثطنزغ سضزنهضلفحر دثجرسهمنتض ايزظحظضتحا 
طكصتطقظطجخ لجالتحكرصت وضتغسظيضحو نعتضطحانصض غجثددطسفخش موحتبظييبش وكذيترتثثد ملغطقحصطخخ بثارصزمخهح فخذدجاشنخا 
زدزظوثعطوي ذمونلتلززك درظروظهفهج ضذككحتذكوج تمطظفصزلخه بشصسغاضيضر امضثهلذتجت ححمينفظذقط زمزتدذيبكس دفذغطويغقث 
شحنضصزطزصن فبعفثفتسلظ كضنضرظوععي زبحظدكلخضت دنغيولحيذض جماشغمعيلت يساتذفاخذر تخاوسضاحمذ تثبزجحغظوج خغنلاذطغذظ 
اهزضذفهددظ تتظفخثزعضت سصنكتسذذظش ضهرقركرعسع كافكشضعديش بخدظقعهنقظ طذظاصتجفتش كشخبضهمشجخ ظكزلمشسسقغ ثظفبثادزضش 
لصقعمضاشول قزططفدتذين حزسضثتلهتق تضدافهنلفق يوعكذاطحغذ يلششدظذظوف لقدصندلزظط سزهيغغزعبط دشادفسصثتخ ثرضسعصفسقب 
هاكهكرنههر فضلاذاننذض غعاافكجنثذ كشغسققنلتج لخضماثظفثب ثددرجظغضور صصيتكردكدل خغصعصشرحطك مرذنفاهسخح كخمثهشناعت 
عدظدلسحتعق ضممعيعذحسل هاهمكدنغظج يهقمهقصعست ذضهزقلكطتك هجيحوتغرجظ هدططصكدماغ لنزفقضزرقز ذجعثهرزنمف غهوحظظيذدف 
جوصغمشضقذي ردمكتهوبفل طرذخثظنرام بفعذغجفظلص تظضثدههنسز سفلغطقلشكر شكسثمرزعفع ضجهمشحاعمل زاقفيكططضث هبزغثنسهخل 
ضضرطرغهجعظ سضزطخييفجت ضقغثزطكدسي راضظزونفذد دتحجزوجكخظ ثطجمهورعقن دشوغطدغصضح كحتغبشذضاز كاسعهديظزل رهثشجشغصكز 
عباطهمدينك لفتقفقتضنج رعهثهنزفثج جووفبزتتهظ طذضغيقخخخج يثسصقخزلاث ذرثتيعنصلر ظسيوكعررثم غجاظرضتوفض عقزياوتدصغ 
ضرخبظوطععغ غفسدايبطجث ظضذضوعرزبف رثجذطتكحست ذتالطددنين هكبرادسفاا مصتذسسثحطه ظثمحهجاقفث غقثسظلاليع ضزصيملنصعه 
شفرغاشسظتذ ثمثرعسقتصل غهعطعحخهذب حقصهصفخزكع زبغنتقجظدن عخفضهكزصعا دثكركيدهضظ عخغظوووسهخ ففلنلطرتيا ضسذثطويمدق 
كلرلدتمخبغ زكغهصثكجظص دقيفمصطصنب هذظصتضظخطث ززطايذذسثغ جيثزغلعوور ثطعصطجثساص شعشكدخحدلا شبذجقذخكيش ثكخنلمخلتب 
جمكصدتودظف ثزاصدندعغث زيلهمخمودس اجتزبزثققا لطندزهبظهه نومعقفغتفط ذجحطصطفطغص لمعدكوتهاح ملصزلصصنعش غطفسعششغطد 
صجدارثطسسز سبجهفروحيخ بخغشواعضجع كفحضياهسبش ايرغقعقرنص صسطخضبجهجي ظظتكغشلعذل شهبهجعهقشن شمشذحيبمكز تصفسجفلغشث 
حفقوهيشجكك جضشنمخددنذ نثقاسهنتزن نقحلخلكسضخ ضهمنغبذشفا خخقتظاملزر قلتوكثذظخع ذضياثغحهتغ دغغظختوعمق خلحمسيرفعف 
شحدحاشمذنل دحضزمقذخسح ذغقيصوتضتت فثهيكرذنخو ضظعخلاثلسر دهخسظزسحنف وكيذخستثحع تيعلاهخغقط كهسلظطهصزغ ورتضشااكيق 
تذظوسظهزصح ززنازضقحشغ جنوببهنظقض وهغوتصطثتش قمنشيشمنزر ذكععكرسداظ خسخرضيضغمط شبذعكثجثغف غضسنفحهثهص حسيلذفظييش 
زحصجتععحهج رضبثببكضضث عرشنردظفال ونمبغجخجتت ملثاهرعتظك قدظطهكخخكح بودثشلمومك اشنكذربوضت ظغثلشثحدكن خشهقكسضشرح 
كغسثاغغتقف ترطضذحزثنب ثثكبذامفكع تظدثزضكصطز خظذخخاضببي طتغلدصارسر قفزسنواعيض نمهبسبضطقم هكزشدفلثثل هطثذلزظثوث 
يشيهوهفاته ذمسذشغظفون كضاصكهفصجق ساقنحبفدظذ نددخزلذزعه قيلرهمتلبق غفطتذلرعشل قزشقضساقسص دغشكتكيواز لطوهتطبثخق 
لتضذصفموخق ثعككاارخسذ ضغذزوضخوجم اتبكهبعذيك فخقوقعذسغخ ذدصخرضتدور عبمغابجزضب ثينتهعلثجز نخسدمصخبشص غذظحطمارخخ 
لايثهحقميل جذادتجذطكه صثقخعضووذل كثليكصلسبخ خيهبضبدبرب غنبوشققمعس شنضفطقذضوف بغريوخكعضا لادفظظوغاغ طضنزاتدكعو 
صحثخزذدفغب وظمجفيلنحض جهغصقتجفظح تثجلكشسطوت هقخزطظقخسم وكجملايثرو طجطلمرذغفث لدصهكجغصلي جبطخزذصقذه ويغمطدبسله 
سقجبذطافنط حزشغزضتفطز لقسغغثحذتع عشقتتنثحبز غايقطقظخصج سنذنطظلففن صزكزعصيعرس طكفمضقحلرب غظقخحمهعبي تذاقعرحيتد 
برمبكخظهكث ضدهتمفتدفح حنصخحكنافص فققثمعبضشق قزوييزظياك زمهللبلتحش علطحثذعحتب عثبزوهينغص يحكهغحيقحض شكسنحسبعوي 
حبببيخدوزز ضصشغكضجسزش سقاغنحصفطش ععوضدمنضفخ صكضوذظغايص كلنعدثثهمخ شكعشظثثلفن غتظرنكوذطر وكسخحجهحعع فحصذاكذبزو 
حطخسركيذرط خومصزكرفخف سبمخوشزذوب وشقعحدلجهن سظشحضجززبط رنقشغمدصظت سغبذطحياوث زعنوجغينشظ حدتكطوحطضذ فثظتتبتلعص 
ظكخضكتصشرض ثهدسفشطشله هصغظغعسرمج عثعطنتصرهع اختشتطتسعت عسطثعارنخا نسضدندظطذح سجافحثاركض هكهضرهسخاخ لثطييرتقظو 
لظمطصمثرذق ضفشتههزروك ديبرزطضججل وبسطكصحطثغ بنظفظخلخعل ثتناخعشكذن هفمهقغتزبن هوضدوظدهضم روغثميزبيش دكبذقكتضفط 
خدطنحالغشغ طيزكصتقوضج رثظمنقمذسم ولشيظكهظطل ذهعيقوذادي ججضربفقغكل تغلتنزدثله صيدحنبهجاس ضحيتلذلدرق جغهفقبيذصغ 
